,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
238,0.732,0.839,9,-5.007,1,0.0345,0.265,0.0,0.602,0.629,119.724,157478,4,1
239,0.492,0.675,6,-5.456,1,0.0389,0.467,0.0,0.142,0.478,203.759,163855,4,1
240,0.693,0.335,0,-10.863,1,0.0395,0.338,0.000552,0.118,0.623,136.071,198907,4,1
241,0.586,0.677,1,-8.343,1,0.0294,0.043,0.0936,0.0884,0.562,144.001,262280,4,1
242,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4,1
243,0.427,0.813,0,-9.02,1,0.0737,0.0713,0.109,0.873,0.344,106.859,134267,3,1
244,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,4,1
245,0.646,0.598,3,-10.293,1,0.0425,0.73,5.87e-06,0.118,0.606,80.993,195587,4,1
246,0.689,0.592,5,-6.758,1,0.0235,0.101,0.00867,0.11,0.919,98.997,175027,4,1
247,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,191307,4,1
248,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387,4,1
249,0.498,0.764,4,-5.006,1,0.0309,0.123,3.07e-05,0.119,0.489,147.984,191231,4,1
250,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069,204760,4,1
251,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,243707,4,1
252,0.421,0.644,7,-3.904,1,0.0273,0.192,0.0,0.15,0.372,82.962,193400,4,1
253,0.579,0.776,8,-5.365,1,0.173,0.0749,0.0,0.239,0.434,136.044,229880,4,1
254,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004,179720,4,1
255,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018,194545,4,1
256,0.552,0.774,10,-3.685,1,0.0401,0.215,0.0,0.126,0.194,75.07,182707,4,1
257,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,190240,4,1
258,0.635,0.866,5,-2.695,1,0.0473,0.0697,0.0,0.0955,0.853,133.889,169760,4,1
259,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,4,1
260,0.589,0.892,2,-3.197,1,0.0365,0.0633,0.0,0.149,0.76,131.951,224630,4,1
261,0.605,0.786,4,-4.138,1,0.0379,0.00276,0.0,0.347,0.512,116.995,182930,4,1
262,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,273587,4,1
263,0.794,0.733,0,-4.915,1,0.0884,0.0541,0.0,0.03,0.521,93.932,187220,4,1
264,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,184040,4,1
265,0.588,0.608,5,-7.062,1,0.0365,0.225,0.0,0.092,0.508,90.201,189496,4,1
266,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,230600,3,1
267,0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,203893,4,1
268,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,323040,4,1
269,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13e-06,0.0647,0.581,141.944,224985,4,1
270,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4,1
271,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25e-06,0.114,0.269,146.051,233667,4,1
272,0.565,0.56,6,-6.034,1,0.0275,0.538,0.0,0.0961,0.325,159.931,177267,4,1
273,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,211053,3,1
274,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4,1
275,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,213547,4,1
276,0.597,0.86,1,-2.315,1,0.0461,0.196,0.0,0.087,0.818,172.064,190587,4,1
277,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4,1
278,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4,1
279,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973,4,1
280,0.728,0.682,2,-3.749,1,0.218,0.127,0.0,0.337,0.643,131.901,200067,4,1
281,0.571,0.937,5,-3.467,0,0.0365,0.0064,0.0,0.316,0.584,115.013,203133,4,1
282,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,190187,4,1
283,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4,1
284,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560,4,1
285,0.471,0.912,5,-3.032,1,0.0724,0.032,0.0,0.343,0.613,139.667,190780,4,1
286,0.616,0.15,5,-13.517,1,0.119,0.831,0.0,0.203,0.345,126.462,174673,4,1
287,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,207453,4,1
288,0.434,0.215,10,-8.478,1,0.0417,0.82,0.0,0.456,0.187,118.152,211316,4,1
289,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,211739,4,1
290,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,4,1
291,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,163032,4,1
292,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,290892,4,1
293,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,4,1
294,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,218867,4,1
295,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4,1
296,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,4,1
297,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,4,1
298,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4,1
299,0.555,0.931,8,-2.969,1,0.0367,0.016,0.0,0.405,0.723,132.085,220907,4,1
300,0.588,0.885,6,-3.046,1,0.0345,0.0788,0.0,0.175,0.787,129.925,198120,4,1
301,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4,1
302,0.582,0.797,5,-4.926,1,0.0334,0.23,0.0,0.132,0.595,135.973,196027,4,1
303,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4,1
304,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,4,1
305,0.623,0.59,4,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071,204200,4,1
306,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,178147,3,1
307,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,212030,4,1
308,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138,220573,4,1
309,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,189307,3,1
310,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,229400,4,1
311,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3,1
39112,0.677,0.804,1,-5.337,0,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,170045,4,0
56575,0.856,0.48,10,-8.237,1,0.0357,0.77,0.0,0.122,0.77,109.976,240692,4,0
102219,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,176124,4,0
61681,0.511,0.954,8,-1.906,1,0.0633,0.488,0.0,0.915,0.676,134.027,264785,4,0
105505,0.346,0.417,10,-11.913,1,0.0361,0.567,0.856,0.122,0.317,90.038,141333,4,0
52432,0.444,0.426,7,-10.28,1,0.0324,0.179,0.0,0.368,0.83,132.755,141666,4,0
3113,0.318,0.943,4,-3.188,0,0.107,0.00721,2.06e-06,0.242,0.298,189.985,235893,4,0
101056,0.169,0.629,2,-16.737,0,0.0452,0.81,0.993,0.915,1e-05,85.16,188409,4,0
45188,0.676,0.641,7,-13.536,1,0.0391,0.165,0.585,0.0808,0.822,98.949,214987,4,0
36806,0.765,0.669,8,-8.018,1,0.302,0.0797,1.51e-06,0.129,0.106,119.022,165504,4,0
51247,0.772,0.803,1,-3.035,1,0.0468,0.187,0.0,0.434,0.853,94.98,242160,4,0
15164,0.766,0.426,0,-8.413,1,0.0573,0.812,0.0,0.108,0.436,109.925,148361,4,0
54564,0.489,0.498,7,-16.066,1,0.0361,0.235,0.914,0.0955,0.247,85.025,191848,4,0
79347,0.761,0.0685,2,-16.678,1,0.0407,0.993,0.928,0.155,0.0764,119.972,240618,4,0
105336,0.578,0.167,0,-17.803,0,0.317,0.962,0.97,0.117,0.279,89.894,89986,4,0
11612,0.807,0.105,9,-13.188,1,0.0412,0.964,0.0,0.103,0.372,109.014,220506,4,0
88868,0.714,0.701,2,-4.643,1,0.0494,0.503,8.68e-06,0.122,0.6,152.026,165789,4,0
105007,0.737,0.161,5,-18.395,1,0.11,0.909,0.941,0.121,0.169,87.981,155454,4,0
22299,0.33,0.921,6,-3.627,1,0.135,0.000941,0.00123,0.338,0.456,149.542,208120,4,0
96931,0.329,0.501,7,-9.224,0,0.0432,0.529,0.0,0.426,0.347,95.07,253493,4,0
14519,0.925,0.395,0,-9.129,1,0.0424,0.837,2.23e-06,0.352,0.962,100.005,65179,4,0
98817,0.654,0.528,2,-6.003,1,0.0446,0.36,0.0,0.109,0.626,121.007,231000,4,0
92517,0.478,0.624,5,-11.16,1,0.0393,0.655,0.00197,0.114,0.579,138.708,226893,4,0
42660,0.369,0.963,2,-4.066,1,0.111,3.74e-05,0.669,0.587,0.215,158.044,154466,4,0
45455,0.536,0.0899,7,-17.357,0,0.0383,0.961,0.725,0.118,0.0844,105.901,169607,3,0
5387,0.516,0.791,3,-1.927,1,0.0318,0.00345,0.0,0.141,0.48,96.921,324633,4,0
69045,0.569,0.258,7,-8.91,1,0.0313,0.922,6.12e-06,0.138,0.231,116.983,246000,3,0
22177,0.197,0.977,5,-5.63,0,0.0693,9.78e-05,0.694,0.18,0.0819,157.221,356800,4,0
73523,0.647,0.794,7,-11.599,1,0.0447,0.0417,0.799,0.113,0.374,123.979,412859,4,0
33732,0.226,0.882,7,-2.653,1,0.104,0.024,0.0,0.393,0.358,72.486,223074,4,0
81103,0.811,0.655,1,-7.118,0,0.0353,0.0947,1.63e-06,0.068,0.925,117.979,233666,4,0
85614,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,193320,4,0
15599,0.576,0.405,10,-15.585,0,0.0433,0.779,0.93,0.0972,0.133,130.057,139384,4,0
4491,0.266,0.00361,8,-29.735,1,0.052,0.995,0.925,0.0723,0.0631,94.861,160453,4,0
30137,0.592,0.873,9,-5.65,1,0.0275,0.0723,0.00986,0.142,0.515,122.015,277261,4,0
6083,0.282,0.997,6,-4.833,1,0.0774,3.3e-06,0.664,0.052,0.615,177.114,166426,4,0
87608,0.566,0.946,0,-5.572,1,0.127,0.249,0.0,0.914,0.66,158.005,248200,4,0
52199,0.655,0.256,4,-14.003,1,0.0293,0.354,2.22e-06,0.112,0.315,114.588,229133,3,0
113900,0.237,0.161,2,-12.265,1,0.0326,0.778,0.00358,0.182,0.0812,104.997,777866,4,0
21313,0.819,0.625,2,-5.211,0,0.0525,0.384,0.0,0.0471,0.621,106.982,212383,4,0
57496,0.538,0.318,7,-13.036,0,0.0417,0.88,7.28e-05,0.116,0.0897,144.988,181210,4,0
112348,0.631,0.555,1,-8.093,0,0.0442,0.696,0.0,0.426,0.778,127.958,214973,4,0
21066,0.808,0.697,5,-8.22,0,0.455,0.0106,1.39e-06,0.189,0.51,119.632,205333,5,0
53336,0.661,0.486,5,-4.438,1,0.0431,0.454,0.0,0.0994,0.309,78.31,208692,4,0
111309,0.839,0.595,10,-9.179,0,0.0499,0.0631,0.825,0.182,0.523,94.759,245493,4,0
86249,0.538,0.825,0,-4.021,1,0.0478,0.0105,1.43e-05,0.0693,0.467,125.056,233733,4,0
17621,0.589,0.719,7,-8.746,0,0.0549,0.000578,0.115,0.104,0.327,110.002,284454,4,0
27978,0.55,0.919,5,-5.129,0,0.0448,0.0379,0.582,0.0841,0.339,174.991,207085,4,0
64220,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,131733,4,0
28714,0.401,0.963,6,-0.263,0,0.0826,0.00237,1.74e-05,0.105,0.174,149.961,259200,4,0
30030,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4,0
35060,0.684,0.922,0,-2.383,1,0.0401,0.492,0.00318,0.349,0.947,158.066,149210,4,0
91641,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,118840,4,0
61683,0.511,0.984,6,-2.154,1,0.0468,0.000625,0.232,0.167,0.781,150.129,223155,4,0
5470,0.762,0.545,1,-10.262,1,0.348,0.152,0.0,0.352,0.248,129.887,197927,4,0
5238,0.57,0.336,5,-12.397,1,0.0379,0.942,0.871,0.103,0.145,119.835,98000,4,0
106552,0.651,0.579,5,-8.023,0,0.0379,0.00166,0.000397,0.0794,0.443,138.993,221146,4,0
109059,0.732,0.627,11,-13.712,1,0.0524,0.000174,0.895,0.0981,0.266,131.007,239083,4,0
73033,0.88,0.477,0,-10.947,1,0.0732,0.00143,0.627,0.0922,0.209,125.017,539520,4,0
64398,0.604,0.225,1,-11.554,1,0.0344,0.566,0.0,0.148,0.674,138.46,161973,3,0
58066,0.63,0.823,6,-4.857,1,0.0496,0.0205,0.00458,0.0377,0.565,117.048,218593,4,0
47584,0.317,0.82,6,-7.013,1,0.0684,0.00506,0.000137,0.266,0.695,170.124,266466,4,0
103087,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,161693,4,0
113178,0.36,0.608,1,-7.811,1,0.0309,0.065,0.0,0.43,0.21,144.004,515387,4,0
45265,0.478,0.0999,0,-17.517,1,0.0524,0.993,0.952,0.105,0.098,82.773,248813,4,0
64146,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,171773,4,0
11977,0.768,0.396,4,-7.364,1,0.063,0.892,0.0,0.214,0.843,100.9,146960,4,0
66907,0.766,0.226,9,-5.875,1,0.055,0.785,0.0,0.165,0.877,93.05,48786,4,0
15039,0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,136058,4,0
24378,0.892,0.255,0,-11.665,1,0.109,0.00767,0.957,0.125,0.569,121.005,212938,4,0
81975,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4,0
64271,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,69000,4,0
70001,0.643,0.8,1,-4.669,0,0.037,0.0249,0.000329,0.21,0.792,99.016,258786,4,0
94600,0.668,0.394,2,-12.825,1,0.0778,0.124,4.06e-06,0.0805,0.0998,133.855,220298,4,0
75152,0.354,0.076,9,-22.115,0,0.0545,0.982,0.839,0.149,0.0984,133.6,206000,4,0
104334,0.57,0.457,1,-11.006,0,0.0856,0.789,2.04e-06,0.971,0.527,79.109,363586,4,0
102284,0.839,0.441,6,-9.024,1,0.0499,0.727,9.86e-06,0.11,0.897,123.007,234066,4,0
12080,0.537,0.385,3,-6.216,1,0.0391,0.841,0.0,0.0948,0.554,169.98,215333,4,0
55598,0.444,0.651,5,-7.787,1,0.0497,0.496,0.000366,0.247,0.415,124.921,228960,3,0
17484,0.467,0.277,5,-9.041,1,0.0289,0.935,1.83e-06,0.115,0.6,96.639,147373,4,0
59562,0.442,0.998,11,-0.934,0,0.271,3.01e-05,0.0,0.0838,0.0863,160.093,204068,4,0
2707,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453,4,0
26532,0.606,0.542,9,-11.154,0,0.0892,0.125,1.54e-05,0.154,0.342,121.794,218240,4,0
92583,0.615,0.764,3,-6.41,1,0.0468,0.79,1.54e-06,0.184,0.675,128.078,252251,4,0
14150,0.932,0.194,9,-15.76,1,0.047,0.552,0.0,0.0919,0.942,119.965,110031,4,0
81661,0.572,0.541,5,-6.45,1,0.0245,0.759,0.0,0.111,0.266,87.01,260590,4,0
52682,0.554,0.268,0,-10.739,1,0.0315,0.976,0.0,0.319,0.406,117.437,133306,4,0
96117,0.368,0.544,6,-11.108,0,0.0521,0.628,0.0,0.628,0.774,160.856,392533,4,0
22414,0.427,0.93,10,-3.734,0,0.0592,0.0194,0.000844,0.2,0.361,170.027,289240,4,0
4624,0.55,0.342,8,-16.771,1,0.0337,0.695,0.884,0.0899,0.169,120.949,423047,3,0
51274,0.72,0.711,1,-6.926,0,0.0457,0.309,0.0,0.492,0.713,148.223,174508,4,0
51273,0.82,0.491,11,-8.562,1,0.28,0.237,0.0,0.102,0.547,120.059,276096,4,0
68667,0.817,0.64,9,-4.397,0,0.1,0.254,0.0,0.197,0.398,90.011,181333,4,0
40242,0.243,0.696,9,-6.216,1,0.0451,0.109,0.00135,0.0577,0.136,135.119,268444,4,0
80159,0.858,0.833,5,-3.747,0,0.0471,0.375,0.0,0.112,0.693,107.977,256678,4,0
98971,0.584,0.793,5,-9.675,0,0.294,0.513,0.00159,0.958,0.731,108.454,224640,4,0
11529,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,304666,4,0
14442,0.726,0.918,5,-2.391,1,0.0611,0.0621,0.0,0.588,0.881,130.044,160024,4,0
53894,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183518,4,0
28935,0.783,0.672,9,-6.095,1,0.0518,0.00648,0.782,0.118,0.685,145.223,166489,4,0
5285,0.368,0.0509,11,-27.439,1,0.0333,0.959,0.866,0.14,0.446,185.343,68043,3,0
80000,0.535,0.765,1,-7.862,0,0.0444,0.054,0.0,0.0921,0.373,191.827,200120,4,0
45588,0.61,0.426,8,-10.535,1,0.0275,0.288,0.00125,0.0751,0.927,137.839,161872,4,0
109521,0.699,0.964,5,-4.223,1,0.035,0.001,0.771,0.187,0.404,122.007,299992,4,0
96079,0.528,0.805,7,-9.107,1,0.051,0.237,0.0,0.597,0.84,161.137,224560,4,0
52574,0.794,0.188,8,-12.302,1,0.0951,0.873,0.779,0.0773,0.857,129.468,112883,4,0
33958,0.857,0.851,10,-4.885,0,0.238,0.0366,0.000324,0.0919,0.675,82.986,124785,4,0
9034,0.541,0.321,5,-14.418,1,0.0329,0.714,0.00345,0.101,0.549,133.537,200360,4,0
19615,0.199,0.119,4,-15.13,0,0.0381,0.99,0.269,0.0912,0.0991,95.292,67500,4,0
97336,0.593,0.835,7,-2.044,1,0.0272,0.199,0.0,0.74,0.36,107.968,224800,4,0
43276,0.819,0.473,1,-8.356,0,0.0567,0.016,0.433,0.0644,0.638,120.02,328005,4,0
76124,0.299,0.306,2,-11.962,1,0.036,0.962,0.548,0.11,0.109,90.518,214120,3,0
12426,0.476,0.752,0,-6.244,1,0.043,0.385,0.0,0.135,0.685,173.888,207786,4,0
30562,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4,0
4171,0.336,0.044,7,-29.255,0,0.0456,0.982,0.96,0.221,0.0666,90.243,172444,4,0
108769,0.484,0.249,11,-17.28,0,0.0528,0.821,6.28e-05,0.969,0.481,84.737,248280,4,0
42115,0.26,0.875,1,-6.025,1,0.0446,8.69e-05,0.862,0.321,0.465,105.8,92226,4,0
109446,0.721,0.92,1,-8.355,0,0.0554,0.0151,3.94e-06,0.0911,0.113,128.003,427386,4,0
35959,0.788,0.479,6,-8.424,1,0.0293,0.453,0.0,0.143,0.555,125.046,175073,4,0
85677,0.302,0.818,11,-9.134,1,0.0478,0.0398,0.0,0.227,0.615,171.284,215880,4,0
109344,0.786,0.866,0,-10.324,1,0.08,3.34e-05,0.901,0.104,0.0475,133.001,382577,4,0
29922,0.412,0.506,4,-7.759,0,0.0364,0.0429,0.169,0.139,0.0685,180.106,193333,4,0
43956,0.773,0.897,2,-4.855,1,0.139,0.00301,0.612,0.118,0.372,123.978,212957,4,0
110491,0.686,0.73,11,-7.069,0,0.0438,0.00117,0.911,0.0204,0.341,122.0,463616,4,0
14588,0.701,0.154,6,-15.202,1,0.554,0.979,8.74e-06,0.236,0.314,95.609,102000,4,0
90532,0.716,0.485,0,-9.156,0,0.0295,0.663,8.83e-06,0.599,0.67,92.1,282240,4,0
86257,0.462,0.836,11,-5.766,0,0.0621,0.00517,0.0,0.18,0.671,168.766,155973,4,0
93791,0.414,0.168,4,-8.55,1,0.0696,0.994,6.92e-06,0.342,0.497,177.151,221524,4,0
110390,0.545,0.976,6,-5.454,1,0.0399,6.85e-05,0.705,0.127,0.382,144.99,516413,4,0
104740,0.507,0.559,8,-12.794,1,0.284,0.707,0.000853,0.326,0.366,132.499,319013,3,0
74284,0.588,0.812,7,-8.185,1,0.0342,0.00117,0.186,0.122,0.331,119.021,321647,4,0
97790,0.454,0.669,7,-5.52,1,0.0386,0.644,0.0,0.171,0.525,105.0,222640,4,0
26725,0.436,0.0514,9,-22.03,0,0.0448,0.99,0.942,0.0918,0.226,99.985,137301,4,0
97470,0.632,0.884,7,-2.752,1,0.0362,0.198,0.0,0.937,0.655,148.054,198293,4,0
34241,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,253626,4,0
6840,0.145,0.995,1,-5.952,1,0.235,4.77e-06,0.348,0.649,0.0346,179.832,319866,3,0
48772,0.332,0.86,8,-2.988,1,0.0579,0.000471,0.0,0.263,0.6,182.101,190173,3,0
45662,0.411,0.388,11,-9.457,0,0.0496,0.538,0.929,0.304,0.356,97.313,86000,4,0
71518,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,204866,4,0
5640,0.794,0.429,8,-15.872,1,0.0995,0.0858,0.0,0.0627,0.587,109.972,210333,4,0
87614,0.853,0.643,11,-6.763,0,0.364,0.251,0.0,0.41,0.549,80.913,247746,4,0
69600,0.724,0.501,10,-7.587,1,0.0402,0.501,2.78e-05,0.153,0.158,127.035,311947,4,0
113927,0.405,0.562,7,-7.929,1,0.0288,0.00775,1.37e-06,0.108,0.133,111.832,334173,4,0
2357,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4,0
39500,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217346,4,0
78287,0.784,0.921,5,-3.434,0,0.0445,0.0929,8.35e-06,0.149,0.52,135.969,211880,4,0
39243,0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,240760,4,0
94598,0.77,0.618,1,-7.28,1,0.324,0.276,0.0,0.0775,0.463,142.045,127425,4,0
90336,0.368,0.369,4,-10.908,0,0.027,0.47,0.000418,0.11,0.285,87.537,166160,4,0
95159,0.763,0.694,7,-4.033,1,0.0364,0.525,0.000296,0.0667,0.792,161.974,292253,4,0
74108,0.654,0.707,9,-5.103,0,0.0326,0.263,0.0,0.0736,0.7,126.038,202213,4,0
71628,0.506,0.539,2,-10.654,1,0.0293,0.11,0.0,0.185,0.208,118.668,265160,4,0
18849,0.435,0.726,10,-14.431,1,0.937,0.847,0.0,0.885,0.362,85.097,260838,5,0
59715,0.226,0.988,0,-6.717,1,0.2,0.00337,0.897,0.545,0.0721,159.96,467826,4,0
109571,0.778,0.893,11,-5.257,1,0.0635,0.00667,0.792,0.096,0.34,130.996,400172,4,0
48862,0.774,0.485,1,-10.955,1,0.319,0.00557,2.31e-06,0.107,0.392,156.001,219266,4,0
63115,0.627,0.884,7,-4.619,1,0.0484,0.0116,0.0,0.103,0.456,130.061,312826,4,0
4017,0.472,0.27,7,-11.649,1,0.027,0.729,0.0158,0.125,0.373,140.673,245840,4,0
94823,0.73,0.61,8,-7.784,0,0.238,0.373,0.0,0.144,0.8,146.572,157903,4,0
5514,0.502,0.874,1,-5.981,0,0.0677,0.0933,0.000173,0.0638,0.884,199.751,243903,4,0
30513,0.549,0.954,5,-7.046,1,0.152,0.00127,0.16,0.142,0.613,194.043,210309,4,0
88368,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,317280,4,0
48961,0.129,0.879,10,-7.201,0,0.104,1.81e-05,4.12e-05,0.0494,0.277,87.85,190374,1,0
68508,0.865,0.522,6,-4.648,1,0.0761,0.105,0.0154,0.0671,0.692,91.015,192320,4,0
